,gene_name,gene_length,patient_1,patient_2,patient_3,patient_4,patient_5,patient_6,patient_7,patient_8,patient_9,patient_10
13081,PCSK7,3483,922.87,1239.25,1468.92,2988.22,3445.96,5821.88,2850.55,3030.89,1511.32,1015.22
13082,PCSK9,4080,67.0,2.0,406.0,2.0,1.0,2.0,11.0,21.0,4.0,2.0
13083,PCTP,2357,682.0,1031.0,1279.0,464.0,652.0,2325.0,1257.0,312.0,689.0,525.0
13084,PCYOX1L,4343,452.0,595.0,276.0,1201.0,937.0,4024.0,667.0,699.0,508.0,511.0
13085,PCYOX1,5602,1986.0,3545.0,3173.0,1626.0,4460.0,11127.0,4170.0,3016.0,3576.0,3238.0
13086,PCYT1A,1578,584.0,1287.0,1238.0,539.0,725.0,3206.0,1515.0,811.0,1126.0,1084.0
13087,PCYT1B,5841,136.0,83.0,21.0,6.0,308.0,5.0,13.0,52.0,35.0,3.0
13088,PCYT2,2463,2800.0,1393.0,2365.0,850.0,2532.0,7268.0,4759.0,3833.0,1119.0,1600.0
13089,PC,4269,845.0,1206.0,610.0,177.0,861.0,2839.0,4009.0,5048.0,3753.0,4466.0
13090,PDAP1,2382,10694.0,4952.0,3532.0,3271.0,7218.0,9790.0,6187.0,8480.0,5412.0,5818.0
13091,PDCD10,1566,711.0,1835.0,2679.0,1183.0,1009.0,2783.0,2304.0,558.0,959.0,1343.0
13092,PDCD11,6416,3911.0,6750.0,3362.0,1831.0,3342.0,7243.0,2859.0,12078.0,4918.0,3205.0
13093,PDCD1LG2,2421,1.0,420.0,204.0,282.0,87.0,301.0,1302.0,49.0,141.0,323.0
13094,PDCD1,2111,4.0,649.0,422.0,800.0,58.0,747.0,1956.0,7.0,298.0,522.0
13095,PDCD2L,1155,522.0,396.0,190.0,261.0,184.0,559.0,293.0,435.0,218.0,348.0
13096,PDCD2,2794,920.0,5587.0,1575.0,1685.0,2253.0,2726.0,1848.0,1243.0,1528.0,697.0
13097,PDCD4,3654,3970.18,19073.92,1972.25,8269.13,1319.09,8683.27,5399.06,8322.35,5909.39,7688.11
13098,PDCD5,1831,1809.0,2519.0,2063.0,1210.0,2460.0,2251.0,1750.0,1550.0,1752.0,1418.0
13099,PDCD6IP,6837,4798.0,11754.0,7434.0,5961.0,11397.0,16441.0,7233.0,7142.0,6254.0,8259.0
13100,PDCD6,2658,5271.0,3535.0,4404.0,2650.0,5133.0,46700.0,10836.0,4395.0,3913.0,4805.0
13101,PDCD7,2850,1687.0,1236.0,1049.0,1181.0,1868.0,2048.0,2550.0,1824.0,1044.0,1684.0
13102,PDCL2,860,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13103,PDCL3,1075,1539.0,1156.0,849.0,738.0,731.0,1418.0,1214.0,1103.0,1206.0,779.0
13104,PDCL,2926,323.0,1806.0,604.0,902.0,1046.0,2092.0,1494.0,1188.0,935.0,935.0
13105,PDC,1303,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0
13106,PDDC1,5133,972.0,2370.0,2684.0,1877.0,3306.0,4215.0,2655.0,3907.05,2386.0,2334.0
13107,PDE10A,8575,61.0,129.0,252.0,164.0,97.0,438.0,239.0,16.0,84.0,172.0
13108,PDE11A,9818,62.0,347.0,25.0,2.0,31.0,4.0,135.0,308.0,15.0,50.0
13109,PDE12,4165,1000.0,2708.0,1862.0,1001.0,1923.0,4079.0,3199.0,1308.0,1445.0,1517.0
13110,PDE1A,3684,20.0,174.0,16.0,88.0,0.0,129.0,49.0,16.0,12.0,7.0
13111,PDE1B,3543,60.0,366.0,88.0,254.0,29.0,121.0,250.0,107.0,73.0,32.0
13112,PDE1C,4894,1.0,35.0,0.0,21.0,0.0,9.0,4.0,6.0,3.0,5.0
13113,PDE2A,4691,1149.0,474.0,115.0,941.0,26.0,276.0,90.0,104.0,128.0,16.0
13114,PDE3A,4124,93.0,227.0,30.0,25.0,770.0,243.0,170.0,23.0,76.0,10.0
13115,PDE3B,10764,1122.0,2747.0,419.0,1905.0,1897.0,1283.0,3881.0,1126.0,769.0,836.0
13116,PDE4A,6192,778.0,368.0,564.0,928.0,692.0,388.0,1416.0,304.0,775.0,610.0
13117,PDE4B,5720,3984.0,1698.0,744.0,2513.0,709.0,1092.0,2705.0,887.0,4539.0,3974.0
13118,PDE4C,7562,77.0,168.0,4.0,5.0,36.0,8.0,10.0,2671.0,105.0,29.0
13119,PDE4DIP,15893,5307.0,1992.0,3568.0,2974.0,3421.0,14005.0,13548.0,3072.0,3360.0,4606.0
13120,PDE4D,13923,656.64,1071.92,475.0,720.0,386.0,2488.86,992.0,531.9,1126.0,618.0
13121,PDE5A,7178,135.0,359.57,142.0,635.39,341.12,1267.26,232.97,156.0,200.71,108.92
13122,PDE6A,5641,17.0,4.0,0.0,3.0,2.0,6.0,3.0,5.0,3.0,35.0
13123,PDE6B,4173,10.0,104.0,44.0,395.0,30.0,119.0,209.0,46.0,51.0,21.0
13124,PDE6C,2967,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0
13125,PDE6D,2486,2065.0,950.0,1598.0,852.0,930.0,3270.0,2287.0,2264.0,1150.0,2237.0
13126,PDE6G,1023,889.0,201.0,96.0,506.0,162.0,95.0,468.0,852.0,17.0,105.0
13127,PDE6H,723,0.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
13128,PDE7A,5007,258.0,2241.0,503.0,6543.95,996.0,1319.0,1984.0,1981.0,1603.0,273.0
13129,PDE7B,5879,51.0,1021.0,41.0,232.0,13.0,251.0,127.0,30.0,1336.0,92.0
13130,PDE8A,6592,926.0,1401.0,872.0,1205.0,4233.0,2876.0,3654.0,1859.0,1798.0,1382.0
13131,PDE8B,3550,6.0,19.0,18.0,43.0,39.0,47.0,11.0,26.0,33.0,12.0
13132,PDE9A,2815,98.0,75.0,62.0,353.0,155.0,708.0,752.0,384.0,7.0,3.0
13133,PDF,1158,987.98,409.53,320.56,114.1,630.18,892.11,327.8,410.53,422.72,357.85
13134,PDGFA,4155,82.0,3363.0,148.0,357.0,118.0,1638.0,1119.0,76.0,7299.0,1557.0
13135,PDGFB,3430,191.0,1654.0,399.0,413.0,154.0,540.0,1724.0,405.0,780.0,477.0
13136,PDGFC,3248,15.0,227.0,198.0,255.0,31.0,244.0,459.0,3281.0,622.0,100.0
13137,PDGFD,3992,765.0,1453.0,223.0,325.0,207.0,152.0,1670.0,143.0,209.0,615.0
13138,PDGFRA,10104,158.06,243.09,440.8,1149.96,110.51,1668.48,1522.45,143.53,1133.85,157.19
13139,PDGFRB,7936,1280.0,5932.0,1995.0,3779.0,504.0,6802.0,4336.0,2671.0,8440.0,864.0
13140,PDGFRL,1502,125.0,33.0,143.0,27.0,71.0,38.0,307.0,18.0,394.0,7.0
13141,PDHA1,3880,8651.75,4610.55,9905.0,2018.67,4297.0,7163.73,5029.0,6180.54,4198.75,2592.95
13142,PDHA2,1386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13143,PDHB,1719,3780.0,3654.0,2994.0,2462.0,4639.0,4846.0,5341.0,3871.0,2694.0,2429.0
13144,PDHX,2987,1065.47,2247.05,2556.2,562.13,1342.81,2442.31,1784.74,2653.68,1527.63,1653.91
13145,PDIA2,2847,28.0,49.0,0.0,10.0,2.0,0.0,2.34,2893.91,1598.41,2.0
13146,PDIA3P,2099,7764.0,6309.0,3845.0,3269.0,8453.0,8570.0,14983.0,5119.0,8168.0,11833.0
13147,PDIA3,3228,31658.48,21981.8,13646.93,12318.96,31467.64,28069.72,54333.4,19419.85,27927.87,42364.22
13148,PDIA4,2952,14758.0,15430.0,4858.0,4237.0,6144.0,10168.0,13291.0,8601.0,22015.0,13384.0
13149,PDIA5,1675,887.0,951.0,514.0,629.0,499.0,597.0,1530.0,1481.0,884.0,851.0
13150,PDIA6,3471,12742.23,20432.94,8614.6,6266.47,13106.98,23132.62,13099.87,19536.02,39483.89,13786.81
13151,PDIK1L,4585,191.0,801.0,467.0,684.0,1000.0,1351.0,1090.0,674.0,1258.0,595.0
13152,PDILT,2127,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13153,PDK1,5292,1314.0,1257.0,927.0,1061.0,1057.0,1851.0,1603.0,1480.0,4141.0,1867.0
13154,PDK2,2606,2917.0,1672.0,1272.0,878.0,1676.0,2941.0,2358.0,1978.0,1097.0,1594.0
13155,PDK3,2223,1101.0,826.0,657.0,373.0,1086.0,884.0,1109.0,948.0,778.0,237.0
13156,PDK4,3856,739.0,3617.0,1014.0,1425.0,219.0,397.0,262.0,46.0,502.0,665.0
13157,PDLIM1,1905,332.0,1164.0,539.0,8960.0,421.0,3457.0,1116.0,2749.0,1306.0,1247.0
13158,PDLIM2,9709,1306.0,406.0,1233.0,2429.0,1187.0,1345.0,3188.0,268.0,809.0,782.0
13159,PDLIM3,4160,3308.0,377.0,2747.0,717.0,1439.0,3812.0,1742.0,104.0,2310.0,121.0
13160,PDLIM4,2617,556.0,1816.0,27.0,265.0,37.0,5950.0,3973.0,666.0,5817.0,48.0
13161,PDLIM5,8361,814.0,4833.0,3330.0,2005.0,563.0,8030.0,4636.0,1762.0,6849.0,2114.0
13162,PDLIM7,2672,1673.0,2883.0,596.0,961.0,1703.0,12428.0,1814.0,3627.0,6366.0,1786.0
13163,PDP1,4597,1893.0,4470.0,6236.0,1112.0,4839.0,5708.0,4105.0,827.0,2425.0,4830.0
13164,PDP2,3830,247.0,591.0,278.0,138.0,486.0,1342.0,629.0,168.0,520.0,480.0
13165,PDPK1,9696,2251.29,3220.7,2315.0,1958.0,4488.9,7476.83,4153.22,4093.99,3529.0,2487.23
13166,PDPN,3211,71.0,5.0,391.0,793.0,78.0,572.0,1383.0,15.0,124.0,216.0
13167,PDPR,8264,1479.26,3406.04,1348.18,1812.12,2871.56,8955.81,1532.04,1220.97,4760.52,859.6
13168,PDRG1,1372,1542.0,1178.0,951.0,845.0,1089.0,997.0,1445.0,1073.0,2742.0,1237.0
13169,PDS5A,7592,2576.0,8053.0,4331.0,4980.0,6143.0,19940.0,6387.0,4240.0,5570.0,4442.0
13170,PDS5B,12597,240.0,5625.0,906.0,1783.0,2902.0,6833.0,2489.0,2966.0,5497.0,1522.0
13171,PDSS1,1809,566.92,415.0,485.0,138.13,465.42,541.94,355.67,215.0,236.89,168.66
13172,PDSS2,4734,209.0,752.0,694.0,417.0,997.0,2190.0,1062.0,718.0,921.0,687.0
13173,PDX1,2573,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
13174,PDXDC1,5693,4121.0,5316.0,4511.0,2441.0,9701.0,12409.0,13707.0,7132.0,5149.0,5897.0
13175,PDXDC2,4501,334.0,399.0,178.0,786.0,1035.0,434.0,605.0,41.0,562.0,413.0
13176,PDXK,10075,3241.0,4041.0,4622.0,2260.0,3106.0,13548.0,9026.0,3688.0,2043.0,3504.0
13177,PDXP,2005,3607.0,1768.14,1168.0,569.37,1873.0,3424.0,2567.73,4709.7,4628.3,1979.0
13178,PDYN,2720,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
13179,PDZD11,1485,3555.0,1862.0,1987.0,910.0,2734.0,3605.0,3018.0,1856.0,2042.0,1144.0
13180,PDZD2,14194,55.0,102.0,85.0,81.0,29.0,648.0,104.0,444.0,936.0,64.0
13181,PDZD3,3163,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
13182,PDZD4,4170,497.0,790.0,109.0,691.0,462.0,1511.0,711.0,99.0,67.0,18.0
13183,PDZD7,2927,119.0,12.0,61.0,8.0,9.0,149.0,144.0,12.0,129.0,53.0
13184,PDZD8,3837,256.0,1260.0,631.0,247.0,572.0,3258.0,890.0,379.0,851.0,873.0
13185,PDZD9,1028,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
13186,PDZK1IP1,893,1.0,1.0,0.0,4.0,82.0,0.0,0.0,41.0,0.0,0.0
13187,PDZK1P1,3563,20.0,11.0,8.0,28.0,43.0,31.0,22.0,14.0,14.0,6.0
13188,PDZK1,2107,112.0,9.0,19.0,13.0,9.0,11.0,41.0,8.0,12.0,4.0
13189,PDZRN3,5030,400.0,1443.0,53.0,287.0,2699.0,2926.0,2129.0,8366.0,1197.0,709.0
13190,PDZRN4,3985,0.0,10.0,1.0,0.0,0.0,3.0,0.0,13.0,46.0,1.0
13191,PEA15,2774,16963.0,13473.0,12435.0,10675.0,27097.99,60880.0,19721.0,17955.0,14138.0,9815.0
13192,PEAR1,4942,33.0,980.0,43.0,341.0,21.0,368.0,74.0,682.0,260.0,33.0
13193,PEBP1,1491,32695.0,11308.0,22233.0,8349.0,23171.0,40779.0,16843.0,12411.0,9909.0,15950.0
13194,PEBP4,894,23.0,1.0,2.0,31.0,4.0,1.0,26.0,1.0,4.0,8.0
13195,PECAM1,1342,414.0,1966.0,1295.0,5373.0,256.0,2454.0,2051.0,440.0,863.0,1084.0
13196,PECI,1555,3277.0,1964.99,2205.0,1374.0,2033.0,4909.99,2134.99,3087.0,1779.98,3739.99
13197,PECR,2031,826.12,120.02,813.06,297.0,683.05,893.15,680.03,200.0,420.09,344.0
13198,PEF1,4140,3854.0,2941.0,2077.0,2652.0,3323.0,5657.0,5233.0,4185.0,6924.0,3675.0
13199,PEG10,6626,3842.0,8621.0,426.0,759.0,3727.0,5412.0,3845.0,9971.0,41549.0,1038.0
13200,PEG3AS,434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13201,PEG3,9030,4.0,6255.11,16.0,92.0,10104.98,2028.95,29.0,16.0,15.0,10.0
13202,PELI1,11105,349.0,2055.0,609.0,2707.0,1670.0,2212.0,3862.0,892.0,5616.0,1833.0
13203,PELI2,5695,849.0,1654.0,296.0,458.0,2331.0,1626.0,855.0,1208.0,291.0,664.0
13204,PELI3,3497,1276.0,178.0,390.0,292.0,402.0,791.0,605.0,349.0,178.0,360.0
13205,PELO,3816,615.0,1651.21,676.0,555.0,919.91,1771.87,1248.78,1669.0,1385.55,1098.0
13206,PELP1,3755,8658.0,4911.0,2155.0,3432.0,3769.0,6705.0,3922.0,15103.0,4399.0,3516.0
13207,PEMT,1239,1436.0,957.0,562.0,214.0,1411.0,1690.0,826.0,1995.0,857.0,1265.0
13208,PENK,1984,0.0,4.0,2.0,12.0,14.0,1.0,0.0,0.0,4.0,0.0
13209,PEPD,2774,10046.0,4141.0,5137.0,2545.0,4561.0,10994.0,6514.0,7381.0,3229.0,5840.0
13210,PER1,5844,1793.0,1969.0,1207.0,1504.0,1668.0,5136.0,1704.0,4429.0,2713.0,2328.0
13211,PER2,7120,168.0,679.0,149.0,888.0,322.0,1376.0,679.0,1491.0,995.0,240.0
13212,PER3,6597,895.0,453.2,1227.0,448.34,1720.0,5539.21,2738.0,3817.0,3003.62,1597.12
13213,PER4,1548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13214,PERP,4302,2599.0,432.0,8070.0,597.0,5394.0,6192.0,3882.0,1216.0,2420.0,4152.0
13215,PES1,2838,11387.0,7256.0,3626.0,2184.0,3677.0,4210.0,6478.0,13478.0,13167.0,5182.0
13216,PET112L,5826,3173.0,934.0,1941.0,711.0,1571.0,2498.0,1209.0,2000.0,1166.0,1335.0
13217,PEX10,2072,2470.56,1146.39,947.65,455.92,2278.14,2903.29,2162.95,2289.03,2030.91,1672.81
13218,PEX11A,1158,231.0,134.0,249.0,93.0,68.0,322.0,341.0,171.0,120.0,161.0
13219,PEX11B,1668,2032.0,1919.0,1598.0,1586.0,1234.0,4248.0,2663.0,3241.0,1391.0,1376.0
13220,PEX11G,1115,103.0,69.0,43.0,40.0,163.0,87.0,71.0,209.0,68.0,51.0
13221,PEX12,2682,439.0,424.0,265.0,468.0,515.0,832.0,833.0,568.0,432.0,356.0
13222,PEX13,6896,799.0,958.0,1008.0,739.0,814.0,2043.0,1349.0,752.0,2151.0,1040.0
13223,PEX14,4006,1605.0,855.0,1015.0,798.0,1247.0,1808.0,1538.0,2277.0,2270.0,1145.0
13224,PEX16,1907,995.0,986.0,811.0,1151.0,1077.0,2238.0,1569.0,1366.0,701.0,1086.0
13225,PEX19,3669,6191.0,6439.0,4006.0,1784.25,4245.0,12451.78,5882.35,9522.59,5811.0,5247.0
13226,PEX1,4416,895.0,1555.0,819.0,753.0,1092.0,1686.0,1246.0,744.0,1221.0,1000.0
13227,PEX26,2740,1307.14,1963.5,1209.0,487.03,583.0,1600.97,1581.07,3190.37,1775.02,1005.6
13228,PEX2,7720,830.0,2919.0,828.0,1643.0,1359.0,2725.0,1745.0,2509.0,3179.0,1708.0
13229,PEX3,2925,302.0,576.0,701.0,645.0,907.0,1234.0,830.0,671.0,872.0,293.0
13230,PEX5L,3848,1.0,5.0,2.0,5.0,2.0,3.0,37.0,1.0,39.0,0.0
13231,PEX5,4310,1720.0,1779.0,1143.0,1334.0,3385.0,3419.0,2554.0,2873.0,2105.0,2185.0
13232,PEX6,3517,680.0,4731.0,1794.0,2040.0,2854.0,1857.0,1869.0,1903.0,1513.0,2564.0
13233,PEX7,1589,219.0,192.0,257.0,136.0,666.0,721.0,515.0,394.0,541.0,133.0
13234,PF4V1,741,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
13235,PF4,476,19.0,0.0,8.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0
13236,PFAS,5597,3035.0,4807.0,804.0,1125.0,3384.0,4443.0,2129.0,9277.0,4554.0,2261.0
13237,PFDN1,2424,1752.0,4158.0,1519.0,2304.0,2840.0,6324.0,2731.0,2120.0,2191.0,2657.0
13238,PFDN2,641,7033.0,3251.0,3374.0,1648.0,2592.0,5361.0,4018.0,4064.0,5250.0,2016.0
13239,PFDN4,1345,690.0,1761.0,722.0,582.0,1372.0,982.0,1581.0,328.0,1810.0,673.0
13240,PFDN5,2105,11633.0,7603.0,5643.0,20387.0,8156.0,10627.0,12438.0,3758.0,6749.0,8913.0
13241,PFDN6,594,3134.0,3870.0,1139.0,1010.0,1815.0,2321.0,3046.0,2115.0,1052.0,2911.0
13242,PFKFB1,1862,4.0,4.0,2.0,8.0,1.0,4.0,6.0,2.0,12.0,2.0
13243,PFKFB2,9610,3210.0,4867.0,1820.0,643.0,1597.02,3825.01,3845.02,3860.06,1849.01,1434.0
13244,PFKFB3,5177,6524.0,2851.0,3814.0,1627.0,2758.0,8174.0,9828.0,9095.0,11048.0,10271.0
13245,PFKFB4,3870,3531.0,1112.0,1114.0,106.0,1400.0,724.0,953.0,3586.0,13412.0,2006.0
13246,PFKL,5718,6577.0,9162.0,7859.0,5039.0,12955.0,25973.0,21314.0,18582.0,7670.0,17573.0
13247,PFKM,3935,8549.0,4825.0,8882.0,925.0,9328.0,10561.0,6925.0,15152.0,5172.0,6832.0
13248,PFKP,5240,20989.0,805.0,13472.0,2110.0,10730.0,16065.0,10480.0,3251.0,4850.0,10831.0
13249,PFN1,1454,50571.0,34988.0,30396.0,47727.0,45480.0,67064.0,41272.0,50602.0,30448.0,32786.0
13250,PFN2,2202,6100.0,4759.0,9197.0,592.0,5408.0,15425.0,5379.0,8126.0,4569.0,7993.0
13251,PFN3,530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13252,PFN4,775,47.0,2.0,3.0,6.0,3.0,11.0,20.0,2.0,4.0,13.0
13253,PGA3,1632,1.0,9.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.0
13254,PGA4,1394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13255,PGA5,1357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13256,PGAM1,1971,16656.0,10984.0,12432.0,4737.0,8379.0,17742.0,10124.0,8566.0,14045.0,9099.0
13257,PGAM2,833,755.0,68.0,32.0,131.0,59.0,37.0,37.0,8.0,57.0,96.0
13258,PGAM4,1678,193.0,205.0,163.0,53.0,197.0,271.0,125.0,90.0,201.0,179.0
13259,PGAM5,2313,1375.21,1291.43,909.61,568.29,1234.47,1750.34,1002.53,1738.15,1515.07,1174.26
13260,PGAP1,12148,332.0,2414.0,434.0,254.0,1910.0,1636.0,1739.0,1437.0,3068.0,864.0
13261,PGAP2,2878,1182.0,1271.0,701.0,720.0,527.0,1633.0,1784.0,2120.0,1147.0,1112.0
13262,PGAP3,2686,666.0,1142.0,547.0,1208.0,1651.0,2732.0,1413.0,2504.0,1358.0,1125.0
13263,PGBD1,3084,280.0,570.0,254.0,152.0,482.0,986.0,193.0,635.0,492.0,156.0
13264,PGBD2,2829,451.0,397.0,181.0,557.0,309.0,425.0,449.0,535.0,410.0,797.0
13265,PGBD3,3579,72.34,261.81,185.96,129.53,102.24,376.93,139.47,37.45,235.7,130.44
13266,PGBD4,2317,61.0,113.0,66.0,150.0,103.0,209.0,211.0,25.0,132.0,60.0
13267,PGBD5,3443,1172.0,224.0,64.0,22.0,38.0,92.0,698.0,15.0,74.0,60.0
13268,PGCP,2192,3032.0,2068.0,1982.0,1071.0,7671.0,11082.0,915.0,6614.0,1031.0,3693.0
13269,PGC,1354,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
13270,PGD,2145,5355.0,5003.0,2492.0,2370.0,5729.0,7404.0,7451.0,7382.0,17426.0,3717.0
13271,PGF,2106,446.0,2016.0,600.0,1336.0,89.0,481.0,2966.0,1592.0,2107.0,1822.0
13272,PGGT1B,2730,474.0,1144.0,417.0,665.0,575.0,2285.0,811.0,916.0,613.0,954.0
13273,PGK1,2771,33379.0,34381.0,31359.0,9184.0,38002.0,40086.0,56042.0,38601.0,54384.0,31806.0
13274,PGK2,1642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13275,PGLS,1032,1732.0,2341.0,965.0,1606.0,2667.0,3669.0,1690.0,3362.0,1917.0,2048.0
13276,PGLYRP1,690,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
13277,PGLYRP2,2224,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
13278,PGLYRP3,1173,0.0,0.0,0.0,1.0,9.0,0.0,0.0,4.0,0.0,0.0
13279,PGLYRP4,1832,0.0,0.0,0.0,10.0,8.0,0.0,0.0,1.0,0.0,0.0
13280,PGM1,3337,5939.0,1336.0,8199.0,978.0,5326.0,4349.0,7627.0,4597.0,12030.0,7846.0
13281,PGM2L1,8501,247.0,397.0,1160.0,526.0,668.0,2357.0,800.0,131.0,2784.0,206.0
13282,PGM2,3588,777.0,4175.0,1333.0,803.0,2150.0,4382.0,2705.0,2635.0,2881.0,1433.0
13283,PGM3,2225,301.69,683.09,797.39,266.83,745.95,2671.8,1360.63,756.33,1372.43,501.75
13284,PGM5P2,1971,1.0,3.0,1.0,8.0,0.0,27.0,0.0,9.0,3.0,4.0
13285,PGM5,3337,134.0,46.0,49.0,651.0,7.0,2422.0,51.0,157.0,30.0,76.0
13286,PGPEP1L,1525,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0
13287,PGPEP1,7205,1280.0,2247.0,1255.0,1622.0,1977.0,4252.0,1722.0,1344.0,1593.0,1143.0
13288,PGP,3136,3068.0,850.0,934.0,611.0,1438.0,1468.0,1111.0,1169.0,1149.0,1045.0
13289,PGRMC1,1915,1754.0,7615.0,2157.0,1826.0,4196.0,8578.0,3924.0,6063.0,9110.0,2903.0
13290,PGRMC2,1848,3051.0,4751.0,2436.0,1721.0,4648.0,6300.0,3231.0,6220.0,2369.0,3032.0
13291,PGR,14310,3.0,43.0,4.0,14.0,0.0,29.0,11.0,7.0,7.0,1.0
13292,PGS1,4484,1179.0,1582.0,1516.0,1584.0,2026.0,2153.0,2847.0,892.0,1623.0,1422.0
13293,PHACTR1,7287,804.51,983.11,551.0,107.0,1473.0,3248.6,509.5,1532.27,68.51,2627.46
13294,PHACTR2,9775,78.0,1950.0,845.0,1340.0,1498.0,4250.0,2158.0,1278.0,2434.0,194.0
13295,PHACTR3,3869,59.0,58.0,2.0,26.0,118.0,27.0,10.0,134.0,490.0,0.0
13296,PHACTR4,7293,1518.0,3066.0,1322.0,1275.0,3670.0,4919.0,2552.0,3282.0,4121.0,1649.0
13297,PHAX,1751,544.0,1563.0,550.0,637.0,1003.0,3005.0,986.0,972.0,998.0,1141.0
13298,PHB2,1558,12310.0,10359.0,6748.0,6238.0,17806.0,10877.0,11047.0,15828.0,7054.0,10129.0
13299,PHB,1826,16318.0,12856.0,10971.0,3002.0,10186.0,17513.0,11430.0,19539.0,8264.0,7888.0
13300,PHC1,5183,2035.29,2702.17,721.36,2135.75,2231.95,4229.84,1145.47,2233.41,1378.74,1174.81
13301,PHC2,4819,15052.0,11276.0,21255.0,2605.0,13517.0,14981.0,16666.0,10345.0,59157.0,9948.0
13302,PHC3,19380,933.0,2634.0,1665.0,4052.0,1372.0,5874.0,3062.0,2275.0,2154.0,2358.0
13303,PHEX,3275,2.0,32.0,7.0,14.0,1.0,38.0,40.0,4.0,72.0,6.0
13304,PHF10,4871,699.97,3172.36,1662.35,3972.72,1441.33,3650.98,2209.15,1597.6,6044.49,1102.72
13305,PHF11,2747,168.0,1399.0,718.0,2770.0,370.0,1172.0,1584.0,288.0,537.0,943.0
13306,PHF12,8386,1956.0,2915.0,1036.0,3637.0,2380.0,3449.0,3329.0,4148.0,3439.0,1844.97
13307,PHF13,3669,1284.0,1994.0,1044.0,892.0,1733.0,4156.0,2407.0,1962.0,5624.0,1486.0
13308,PHF14,6241,709.0,5133.0,852.0,1316.0,1896.0,4659.0,2446.0,3190.0,2978.0,1349.0
13309,PHF15,10886,2095.0,3573.0,2073.0,4611.0,2677.0,10643.0,5418.0,810.0,1430.0,6641.0
13310,PHF16,4971,427.0,1114.0,491.0,562.0,558.0,986.0,751.0,586.0,259.0,526.0
13311,PHF17,8541,833.0,2073.0,532.0,2173.0,1423.0,3081.0,1294.0,2100.0,1526.0,2403.0
13312,PHF19,4630,2433.0,7271.0,1116.0,2061.0,4500.0,8919.0,4481.0,2016.0,6744.0,3917.0
13313,PHF1,2472,3515.0,4622.0,1664.0,5619.0,2605.0,7797.0,4281.0,1901.0,2735.0,6999.0
13314,PHF20L1,9883,642.0,5329.0,2002.0,1508.0,3690.0,6973.0,3720.0,2028.0,3443.0,2295.0
13315,PHF20,8474,789.0,4168.0,2014.0,2573.0,4820.0,5550.0,3120.0,3769.0,3957.0,2192.0
13316,PHF21A,10074,524.0,2071.0,1095.0,2453.0,1456.0,3216.0,2666.0,2773.0,1979.0,1854.0
13317,PHF21B,3959,80.0,56.0,19.0,5.0,0.0,47.0,71.0,0.0,1.0,0.0
13318,PHF23,2036,4270.0,2911.0,3404.0,1856.0,4719.0,5537.0,3293.0,8132.0,2716.0,2702.0
13319,PHF2,5350,1192.0,4395.0,1030.0,2390.0,2861.0,4837.0,3201.0,2710.0,2035.0,1547.0
13320,PHF3,8222,1076.0,12973.0,2499.0,4014.0,3374.0,10497.0,4456.0,2496.0,6388.0,6123.0
13321,PHF5A,1064,2508.0,1630.0,1261.0,1220.0,1036.0,1546.0,4393.0,1619.0,2130.0,933.0
13322,PHF6,7938,619.0,5499.0,999.0,1988.0,1742.0,3633.0,2443.0,2151.0,4284.0,1333.0
13323,PHF7,2275,143.0,172.0,133.0,173.0,252.0,350.0,102.0,56.0,61.0,140.0
13324,PHF8,7023,1236.0,2912.0,898.0,2251.0,1786.0,3798.0,3212.0,4050.0,2467.0,1182.0
13325,PHGDH,4113,4382.0,10000.0,780.0,564.0,2602.0,1697.0,13116.0,606.0,14515.0,14172.0
